fen,stockfish_eval_cp,stockfish_bestmove,stockfish_depth,B_eval_cp
"1r5k/P1R3pp/8/8/2p5/6P1/1p4KP/R7 b - - 0 34",-335,b8a8,8,-394.0
"rkb4r/8/p1p3p1/2Qn4/2N2p2/6P1/5P1P/2q2BK1 w - - 5 26",-284,c5d6,8,-498.0
"2kr3r/p4pp1/1p1b1n1p/2n2N2/4p3/P1N1P3/RB2KPPP/7R b - - 3 15",83,d6f8,8,181.0
"4r1k1/2q2p2/4pn2/p4pN1/Pp5P/1Pr3p1/4Q1P1/3R1RK1 b - - 3 29",483,c3b3,8,359.0
"r2n3r/2k3Np/p2p4/1p1B4/2pPP1Q1/2P5/5P2/R3K3 b Q - 1 22",-661,d8b7,8,-691.0
"r1bq1rk1/1ppnb2p/4p2B/4PNpP/p5p1/2P1Q3/P2N1P2/R3KB1R b KQ - 0 15",243,f8f5,8,-66.0
"6k1/1R3ppp/1b6/6P1/5B2/3K4/1r6/8 b - - 12 41",9,f7f6,8,170.0
"3b2k1/p2r3p/2R5/2B2pp1/8/2P4P/2P2P2/6K1 b - - 0 29",2,a7a5,8,-34.0
"b2k2nr/3p1ppp/2q5/4R3/1p1p1N2/5PP1/1P5P/1NBQ2K1 b - - 0 13",-285,c6f3,8,-17.0
"1r3k2/K4p2/2PR4/6R1/5P1p/8/8/2r5 b - - 3 58",0,b8b2,8,-216.0
"3r4/4r1p1/1pkn1b1p/p1pp1p1P/P7/1P1BP1P1/5P2/2RRBK2 w - - 28 47",-32,f1g2,8,-177.0
"6R1/1pp2B2/p1b3pk/8/2PK3p/4P3/r6P/8 b - - 3 35",263,a2g2,8,251.0
"1n1q1b1r/1r3k1p/1p2ppp1/pB1p1n2/P2P1B2/2P2P1P/1P5P/RN1Q1KR1 w - - 2 12",-124,d1d2,8,-132.0
"r1b2rk1/1pq1bppp/2n4n/1B1Q4/p6P/2P1N3/PP3PP1/R1B1K1NR w KQ - 1 10",29,d5e4,8,-169.0
"3rk3/p4p2/p7/2q1P2r/P2NQ2b/2P1nP2/3KN3/R7 w - - 0 21",-194,e5e6,8,-385.0
"3k1r2/pp2p2R/2rp4/8/qP1Q4/4N3/2P2PP1/4K3 w - - 3 26",-133,f2f3,8,-7.0
"r3kb1r/8/p2qpp1p/3p4/7P/PP2Q3/3N2P1/R4RK1 w kq - 0 16",203,f1f6,8,2.0
"8/8/3p2R1/2pP4/2r5/5k2/6p1/3K4 w - - 0 58",-622,d1d2,8,-623.0
"r7/2k2n1p/4RP2/3n1P1P/p2P4/B4N2/5K2/8 w - - 1 43",436,f3e5,8,357.0
"r3k1r1/pp3ppp/2n1b3/3p4/1P2n2q/P3QR2/1BP2PP1/2KR1BN1 w - - 2 14",244,g1e2,8,112.0
"7r/6RP/3nk1b1/8/2p5/8/8/5RK1 w - - 0 42",292,g7g6,8,-15.0
"1rq1kb1r/p3pppp/3p4/2n5/N2N4/6PP/1PP1PPK1/R2Q1R2 b k - 0 11",24,g7g6,8,-38.0
"r1bq1rk1/pp4pp/2p2P2/2bp4/5N2/2P2P2/PP5P/R1BQKB1R w KQ - 0 10",162,f4d3,8,105.0
"1k6/7p/8/q7/2P5/3P1Q2/2K1B3/8 w - - 3 43",337,f3f8,8,294.0
"2r1rbk1/2qn1p1p/p2p1np1/8/1PN2P2/2QP1P2/1B2B2P/R3K2R b - - 0 19",451,d6d5,8,161.0
"r2k1n1r/pbp3p1/1p1pB2p/5P2/3PnBPq/2P2QRN/P6P/R3K3 w Q - 5 15",-123,e6b3,8,145.0
"4k3/8/2p1p3/2P1P3/8/8/3K2p1/r2B2B1 w - - 6 51",-84,g1d4,8,-174.0
"4k3/p4p2/5B2/1rp1Pq2/5b2/2PN4/PPK1Q3/8 w - - 0 25",226,e2g2,8,-120.0
"r2k3r/pbpp3p/1nn2pp1/2b1p3/p2PP3/2P2N2/1PN2PPP/R1BK1B1R b - - 0 10",114,e5d4,8,3.0
"8/8/8/5ppk/1r6/8/2RBPK2/8 b - - 1 40",-133,b4a4,8,-170.0
"1Q6/4qpk1/6p1/r7/P7/7P/6PK/5R2 w - - 19 55",15,b8f4,8,28.0
"5kr1/1B3p2/4n3/7P/3bN3/8/2K2P2/7R b - - 2 32",-15,f7f5,8,-53.0
"1k5r/1p3R2/2n2p2/6p1/P5P1/1Pb2P1p/7P/1K1R4 b - - 3 30",330,c3d4,8,119.0
"3R4/2P5/8/6p1/5pK1/P1r5/4kp1P/8 w - - 4 77",-323,d8e8,8,-166.0
"2k1rbnr/1b1p2q1/1ppP1p2/pN1B4/P7/2P2Q2/1P4PP/R1B2RK1 b - - 0 16",55,c6d5,8,28.0
"r3k3/1ppb4/2n1pb2/8/p1NP2P1/3BB3/PP3P2/2RK4 b q - 0 18",-48,c6d4,8,-99.0
"r3k1r1/1ppqbp2/p6p/2n1Q3/3pPB2/6P1/PPPNK2P/R4R2 b - - 0 19",115,a8d8,8,29.0
"r2k1b1r/1p3p2/p1b2N2/3pn1pP/7n/1PP1BP2/P1N1BK1P/3R3R b - - 4 19",-280,f8e7,8,-57.0
"5Q2/kp6/p3p3/4Nn2/Pp1pB1p1/1P1P3P/2q5/4R1K1 w - - 0 31",529,e5g4,8,663.0
"3r4/5qpk/1p5p/2p2p2/P4P2/2Q3PP/3n1BB1/R5K1 b - - 2 27",-329,d2b3,8,-143.0
"r1bq1rk1/5ppp/2p1p3/3p4/3P3n/1PN5/P2QNPPP/R3K2R w - - 0 12",-88,h1g1,8,-117.0
"r2q1bnr/pkp2bp1/1p6/3P3P/4p3/2N1BB2/PP3P1P/R2QK2R w KQ - 0 12",198,d5d6,8,164.0
"r2q3k/1p5p/p1p5/2PbRp2/3P1Q1p/8/2r2RP1/6K1 b - - 2 27",358,c2f2,8,339.0
"6Q1/4b1n1/bpk2p2/p1p1p3/3pP1q1/1P1P1P2/PBPN4/2KR4 b - - 0 29",-364,g4g5,8,19.0
"r1b1kr2/2Q1n2p/p2p4/1p6/3n3q/P4PN1/1P3KPP/R1B2BR1 b q - 0 14",232,h4h2,8,6.0
"r7/2p3R1/P7/2p5/k2p1P2/3Pr3/P2KP3/1R6 b - - 4 43",-172,a8e8,8,-328.0
"r2q3r/p3k1pp/2Qbp3/8/1P1PP1n1/P4N2/6PP/R1B1K2R b KQ - 0 16",-300,a8c8,8,-293.0
"8/3rk1p1/7p/PR6/5P2/4P3/2rpK3/3R4 b - - 0 35",-7,c2a2,8,33.0
"2q2rk1/2r1ppb1/6p1/2nN1n1p/1R5P/5Q2/2PPNP2/2B2RK1 b - - 9 19",156,c5a6,8,-13.0
"5rk1/2p2pp1/2p1p3/2P3Pp/3Pn2P/4Bqb1/PQ3P2/R4K1R w - - 0 16",131,h1h3,8,-91.0
"r4rk1/1p1bq1pp/2n1pn2/1N3p2/Rbp2P2/4PN2/1B1PB1PP/3Q1RK1 b - - 0 14",161,c6a5,8,189.0
"7r/1bpk1pp1/5n1p/5p2/2PP4/B5P1/3N3P/5RK1 w - - 0 21",18,d4d5,8,5.0
"8/6K1/8/8/8/2k5/2np4/8 w - - 0 62",-590,g7h7,8,-820.0
"r3kbr1/pp1npp1R/2pp4/3b4/q2NN3/2B1PP2/P1PP1K2/6RQ b q - 5 13",121,g8g1,8,54.0
"2b1k1nr/2p2pp1/1pNp3p/2P1p3/2P1P1P1/1n1P3N/r2BB2P/3K3R w - - 1 18",-503,c5b6,8,-338.0
"2krr3/pppnpp1p/1b2b1p1/8/P3P3/1P2NP2/1BP1BKPP/1R1R4 w - - 5 15",67,b3b4,8,48.0
"r4k1r/p3npp1/8/2p5/1p6/P4PP1/1PPNR1K1/R7 w - - 2 19",112,d2e4,8,-25.0
"8/k1p5/p2b3p/2P4q/3P4/8/1nQK4/5R2 b - - 18 52",231,h5h2,8,245.0
"2r3k1/3r2p1/3np3/1p1b1pR1/p1pP1P2/P1P5/1P1N1KB1/R7 w - - 3 25",-10,a1h1,8,-238.0
"8/p5p1/2pk4/1p6/5r2/PPP2B2/6K1/8 b - - 0 28",503,f4f7,8,582.0
"4kb2/3b3p/2p1p3/p2p4/r4P2/B5P1/K1P1Q3/3R4 w - - 0 27",332,e2h5,8,346.0
"1R6/4r1k1/5r2/5B2/4p2p/7P/2P2P2/5K2 w - - 5 46",-76,b8b5,8,-85.0
"r5r1/p1q1nk1p/1p2bp1P/2pp2pN/Pb3P2/2NQP3/1PP3P1/2KR1B1R b - - 2 17",-195,f6f5,8,12.0
"r3b1k1/5pp1/1p5p/3pN3/3Pn3/3BQ2P/1q3PP1/2R3K1 w - - 4 27",30,d3e4,8,-22.0
"r3k2q/3b4/3p1p2/p1pPpP2/2BnP3/1P2B3/P5Q1/2KR4 b - - 2 26",-168,e8e7,8,-122.0
"8/1r4pp/p4n2/2kb2P1/P4P2/3R3P/2B5/K7 b - - 0 37",500,f6e4,8,442.0
"rr4k1/2b4p/2P1p3/pP3p2/8/P1N5/4N1PP/2R1K2R w - - 1 21",608,a3a4,8,319.0
"r6k/p4ppp/3N4/3R4/P7/2q2n2/5QKP/8 b - - 1 28",162,f3e1,8,213.0
"6k1/2p1B1p1/p1n1rn2/3p4/Q2p4/2P5/P4PP1/R4K2 b - - 1 23",-356,f6e4,8,-111.0
"r3k2r/2pqbp2/2N1pn1p/p7/Pp1P4/6P1/1PP2P1P/R1BQR1K1 w kq - 1 16",342,c6e7,8,121.0
"2kr1b1r/1bppq2p/1p1n4/p2Pnp2/3N1B1p/P1N5/1PP1BPP1/R2QK2R b - - 1 12",203,h8g8,8,5.0
"8/5k2/6R1/1r3p1P/3K2p1/8/8/8 w - - 5 79",0,g6g5,8,-176.0
"1rbqk3/ppn1ppb1/5n2/3p3r/3P2p1/PPN5/1BP1NPBP/R2QK2R w K - 0 10",-5,e2g3,8,-15.0
"1r1qk2r/p1p1pp2/2n1bnpp/8/R3P3/4N3/1bPB1PPP/1Q2KBNR b Kk - 2 10",260,b2d4,8,-12.0
"4r3/1kp1nr2/p5pp/5b2/5P2/qPQ1B1RP/P4K2/4R3 w - - 0 25",-192,c3c4,8,-254.0
"k6r/8/1B6/3pPbp1/4n3/P4p2/P4P2/3K2R1 w - - 0 26",-532,b6d4,8,-225.0
"6k1/p4p2/1p3n2/3p2p1/3P2Pp/P2RPP1P/r2BK3/8 b - - 3 33",35,a2a1,8,25.0
"4k2r/1R1n4/2p1bP2/5np1/8/2q2NP1/5rBP/2BQ2K1 w k - 0 20",-15,f6f7,8,-99.0
"R2b2k1/3r3p/pp4pP/3rp3/1B6/P2p1P2/6K1/3R4 b - - 1 28",451,a6a5,8,397.0
"8/R7/1p1k4/8/P1P4p/2r5/1RB2r2/1K6 b - - 0 35",-205,f2f1,8,0.0
"8/3k4/p3p1p1/1p3nP1/n1pPR3/P1P5/1P3P2/2B2K2 w - - 0 31",345,e4e1,8,297.0
"8/3p3p/rPp5/5k2/1K2p2P/4B3/8/8 w - - 0 39",-63,b6b7,8,-276.0
"6k1/3b4/p2p4/r5pp/4p3/4P2P/5PP1/2R2NK1 w - - 0 34",-5,f1g3,8,-107.0
"r2qkb1r/ppp3p1/2b2p2/3np2p/8/4PN1R/PB1P1PP1/RN1QKB2 w Qkq - 0 9",347,b1c3,8,74.0
"rnk1Bb2/1bp1n2r/1p1pP1p1/pP6/2P2q1p/4NPR1/PB1Q4/1K4R1 w - - 0 27",-76,g3g4,8,-125.0
"r3k3/pp1b2r1/2pR1n2/P4p1p/2B2N1P/4PP2/1P5K/R7 b - - 4 22",-289,f6g8,8,-204.0
"r2qk2r/ppp1bb1p/5n2/3p4/1Pn2NpP/P1N1P3/1BPP1PB1/RQ2K2R b KQkq - 4 9",54,d5d4,8,-77.0
"3q1rk1/Q1p2pb1/1n1p1npp/1P2p3/2B1P3/B1N2P2/2PP1P1P/4K2R w K - 3 12",20,c4b3,8,202.0
"r4rk1/pp2q1pp/2bB1nn1/8/4P3/P1Q2P2/1P5P/2KR1BNR b - - 2 15",-230,f6e4,8,25.0
"1rbq1rk1/R2nppbp/3p2p1/2pn2P1/2NP4/1P3N2/4PPBP/2BQ1RK1 b - - 0 9",312,d5c3,8,-135.0
"r4rk1/2ppn1q1/pp2p1p1/8/5P2/3B2P1/P1PQ2K1/1R5R w - - 2 20",-144,h1h3,8,-60.0
"4r1k1/1p3ppp/p1n5/4nb1P/4pB2/1P4P1/P4PB1/3R2K1 b - - 2 22",560,f5g4,8,360.0
"1kbr1r2/pp6/P6R/6Pp/3qP3/3p3P/1P1Q2B1/R6K w - - 1 25",16,g5g6,8,11.0
"r1Bq1k1r/1pp1p3/3p1n1p/p2Pb1pP/6P1/2N5/PPP5/R1BQK2R b KQ - 0 10",299,d8c8,8,52.0
"1B6/5kp1/pp2b2p/8/1P5P/P4r2/1K2R3/8 b - - 0 34",175,b6b5,8,189.0
"2kr3r/p1p5/Ppb2qp1/8/4B3/5N2/3Q1K1P/R6R w - - 6 26",22,d2c2,8,66.0
"r1b5/p3k1p1/1pnN3p/8/2r5/8/P4BP1/R5K1 w - - 2 31",-282,d6c4,8,-497.0
"7r/p7/p1k1b3/2Bp1p2/3Pp3/1P6/P1PPN2r/R2K2R1 w - - 4 26",328,c2c4,8,171.0
"r2qk1nr/5p2/p2pp3/2p1n2B/4P2P/4N3/PRPP2P1/3QK2R b Kkq - 0 13",119,g8f6,8,28.0
"5rk1/2pq2b1/1p1p1p2/1p3NBp/r1bPP3/1n3N1P/1Q3RP1/3RK3 w - - 0 21",-276,g5h6,8,-275.0
"1k1r4/pp2qp2/Pb1p3p/2r5/5B2/2PB1Q2/1P4P1/R6K w - - 5 21",-175,f4g3,8,65.0
"k7/8/7p/PPp1p2p/2P1P1nP/2BKP1P1/8/8 w - - 1 40",405,d3c2,8,434.0
"r3kb1r/pp1n1pp1/2p4n/3pP2p/P2P3q/2P1P2P/1P1NK2P/R1BQ1B1R w kq - 9 10",181,a4a5,8,-112.0
"r2qk1nr/pbp4p/3p4/3P2P1/1p1pp3/7P/PPPQ1NP1/R3KB1R w KQkq - 0 10",541,f1b5,8,80.0
"1k2r3/1pr2q1p/p2Qp2R/3p4/3P4/P1P4P/1P4P1/6K1 w - - 3 35",-474,d6b4,8,-223.0
"4k2B/8/8/5KN1/1p6/8/8/8 b - - 0 52",-212,b4b3,8,-512.0
"8/4b3/4P3/8/k3P3/ppBK4/8/8 b - - 0 48",68,e7h4,8,207.0
"5kr1/pp2p2p/1q1p1p2/1B2nb2/P4P2/BP6/2PQ2P1/2K1R3 b - - 0 21",81,e5c6,8,74.0
"2kr2nr/pppbqpb1/6p1/4p2p/2PnP3/PP3N2/1BQPBNPP/R4RK1 w - - 1 12",-41,f3d4,8,8.0
"5r2/8/8/2k3p1/7p/4K2P/8/6R1 b - - 3 56",-12,f8b8,8,211.0
"8/8/8/p7/pkPK4/8/1P6/8 b - - 2 40",-16,b4b3,8,165.0
"4Q3/2k5/4K3/1P2p3/5q2/3p4/8/8 b - - 2 48",260,f4e4,8,373.0
"4R3/1R4pk/3b4/3p4/3P3P/7r/8/6K1 w - - 0 32",218,e8d8,8,174.0
"r3k1nr/ppp2ppp/8/3p1b2/1n1PP3/5P1P/PPPK1N2/RN3B1R b - - 0 10",-21,f5g6,8,-47.0
"r1b2rk1/1p2bppp/p1n1pn2/1q6/N1p2B2/PP3NPP/4PPB1/R2Q1RK1 w - - 0 12",37,b3c4,8,-63.0
"4Q3/3K2k1/8/2b3p1/6P1/8/2P5/8 b - - 0 67",-652,c5f8,8,-901.0
"6k1/2Rb2p1/p3r3/1p6/1P3P2/P2Q2K1/3qPB2/8 b - - 2 41",24,d2d3,8,56.0
"8/1P4k1/2r4p/1R3p2/2P1p3/8/5Kn1/8 b - - 3 55",-377,c6e6,8,216.0
"6k1/2q2rp1/2b4p/4p3/2p1PpQP/2B5/6P1/R6K w - - 0 41",-158,a1a5,8,-152.0
"4rrk1/1pq2pb1/p2np1p1/P2p2Pp/3P3P/2PNNQ2/1P2RP2/R5K1 w - - 1 25",5,f3h3,8,80.0
"8/p1k1r1Rp/8/2ppr3/8/P2QN2P/2P1KP2/2qN4 w - - 2 45",436,d3h7,8,120.0
"r1b1k2r/3n1pb1/p2qpnp1/1p1p3p/1P5P/P1N1PP2/1BPQ2P1/1K1R1BNR w kq - 3 12",-33,g2g4,8,92.0
"4k1r1/p4p2/p1R5/7p/P4Pn1/1r6/4K1P1/6NR b - - 4 25",164,b3b2,8,222.0
"2R5/6k1/p5pp/8/4r2P/P2b1N2/5K2/8 w - - 0 30",-73,c8c6,8,-106.0
"2b1k2r/2r2p2/pp6/2pBP1R1/3b1P1p/3N4/P3KP1P/2R5 b k - 5 25",42,a6a5,8,-26.0
"8/1p2r1k1/p7/2N3pp/PPP5/b4PP1/2R5/5K2 w - - 3 40",78,c2h2,8,170.0
"8/8/4p3/3k1p1p/4nP1K/5NPP/8/8 w - - 3 69",26,h4h5,8,72.0
"3r1rk1/p1q1bpp1/b1n2n1p/4p2P/P1N1P3/1QP2N2/1P2BPP1/R1B1K2R b KQ - 0 13",177,f6e4,8,142.0
"2rr2k1/2q1bp2/1nB1p1p1/pP5p/P2P1P2/2P3P1/1B2Q2P/R4R1K b - - 7 26",-276,e7f6,8,-109.0
"6br/6p1/2p4k/p3RnNp/P1p1BP1P/6r1/1P1R1K2/8 w - - 2 32",590,e4f5,8,79.0
"r1q1r1k1/1p1n1ppp/3bpn2/pPpp1b2/P1PP3P/B3PN2/3NBPP1/R2Q1RK1 b - - 3 9",18,c8d8,8,-22.0
"4Q3/1pk5/p2p4/3p4/3Pn1P1/8/5r2/6K1 w - - 6 55",157,g4g5,8,100.0
"r1bq1rk1/1p1nbppp/2p5/3n4/p2B4/4PP2/P2PQNPP/RN2KB1R b KQ - 2 9",437,c6c5,8,245.0
"4r3/2p2kr1/p1Nq1ppb/1p1Pp2p/4P2N/P5QP/KPP5/5R2 w - - 4 29",-173,g3g2,8,-96.0
"r1r3k1/1b4bp/6p1/pp1qN3/4pP2/2Bp3Q/3P2PP/2R2RK1 w - - 0 23",-230,c3a1,8,-174.0
"r1bq1rk1/pp3p1p/2n2npP/8/P1BNp3/1PN1PPb1/R2K2P1/2BQ3R w - - 1 12",-47,d2c2,8,-2.0
"8/R3bkp1/4n2p/5K2/6P1/4Bb2/8/8 b - - 13 42",300,f3e2,8,213.0
"8/8/6B1/4b3/8/8/1p6/2k4K w - - 20 60",-11,g6f5,8,-390.0
"r2q1r2/p3ppk1/p5p1/2p3Q1/3P4/1P6/P1N4P/1K1n3R w - - 0 20",-435,b3b4,8,-332.0
"r1bq2nr/pp3kpp/5p2/2bpp3/2P3PP/P2BP3/1P1B1P2/R2QK1NR b KQ - 0 10",10,c8e6,8,-1.0
"7r/p2p1k1p/3Ppp2/2P4n/3P4/Pr3P1P/R2K1P1B/7R w - - 1 22",154,a2c2,8,212.0
"5k2/p7/4b3/2R3p1/P1N5/1P6/1KP3r1/8 w - - 1 33",120,c4e3,8,111.0
"3r3r/p5k1/2q3p1/1p1Nnp1p/2BQ1P2/1P6/P2B4/R2K3R b - - 0 24",-335,b5c4,8,-217.0
"r3k2r/p1pp1pp1/1b3q1n/4n3/3NP1p1/P1P5/1P2NP1P/R1BQ1K1R w kq - 1 10",-65,e2g3,8,-128.0
"r2r4/2k2pp1/4b2p/3Pp3/p3Pn1P/5P2/P1KN1bP1/1R1R1B2 b - - 0 23",280,f4d5,8,335.0
"7r/kp6/p7/1P3b2/2P2Ppp/2K1b3/P5R1/7R w - - 0 32",-461,g2e2,8,-371.0
"r6r/p3nkp1/4Np2/n7/Pp5p/1P6/1BP1B1PP/1K1R1R2 w - - 8 27",687,e6g5,8,596.0
"1r3rk1/2pp1q2/1nn1pP2/1bb4p/p7/P1B2NP1/1PQ2PB1/3RR1K1 w - - 1 22",495,f3g5,8,37.0
"1r3nk1/1r6/Rp2p1pp/3bB3/7P/5PK1/P5P1/2RB4 b - - 4 35",-101,b8d8,8,-68.0
"3r4/2P1k3/3p3p/7r/p1P3p1/B7/2B1PPK1/3R4 b - - 0 35",-555,d8c8,8,-388.0
"4kb1r/1p3p1p/6r1/p7/3n2b1/2P5/PP4P1/RN2KB1R w KQk - 0 14",-208,c3d4,8,-231.0
"r1b1kb2/4pp1p/3p1nr1/p2P4/6P1/B1N2P2/3PK3/1R1N3R b q - 1 18",68,g6g5,8,23.0
"r1k2b1r/1p1bnnp1/8/8/p3pBPP/P1PB1N2/1P6/R3K2R w - - 2 21",-342,d3e4,8,-18.0
"r4r2/pp1b1k2/7p/2R5/P4B2/N1P1n3/6PP/4R1K1 b - - 0 24",-215,e3g4,8,-242.0
"r3k2r/pp1qbppp/3p1n2/2pPn3/P1P5/1PN3N1/5PPP/R1BQK2R b KQ - 1 9",-86,h7h5,8,3.0
"r6k/P7/R6P/5nP1/8/5K2/8/8 b - - 6 51",-263,f5e7,8,-331.0
"rnq2r1k/pbppn1bp/4ppp1/8/R2P1NN1/1QP2PP1/1P2B2P/2B2RK1 w - - 9 13",-46,e2d3,8,27.0
"8/8/2b5/5PpN/4k3/4P3/5K2/8 w - - 1 55",27,h5g7,8,-1.0
"2k5/1p4n1/8/P1p1P3/1n6/1P1P1r2/1KP1N3/7R w - - 2 37",-37,h1h2,8,21.0
"8/8/8/8/1k6/7p/7K/8 b - - 9 59",38,b4c3,8,108.0
"4r1k1/2R4R/p4p2/8/8/6K1/3r4/8 w - - 26 52",21,h7g7,8,-159.0
"3qk2r/r3npp1/2n2b2/1B1N3p/1P2p3/P3P2P/1B3P1P/R2QK2R b Qk - 0 12",89,f6b2,8,-68.0
"2r1kbr1/p1pnnp2/2b1p3/4B1pp/2BP2N1/P1N2P2/1P4PP/2KRR3 w - - 0 16",90,g4f6,8,18.0
"2bq1rk1/r5bp/p4Bp1/1pp5/3p1P2/1PN1P3/P1PPB1P1/R2QK2R b Q - 0 11",130,g7f6,8,26.0
"1b6/1k2rp2/p1p1b3/Pp4RR/1P6/2P1P3/2K2P2/8 w - - 1 38",-139,g5g8,8,45.0
"2r5/1p4b1/pR3nk1/3pB1p1/2b3p1/2P5/1PN4P/2KR4 b - - 5 26",-157,c8e8,8,233.0
"4r3/2k2p2/8/5r1p/P1K4p/2P2P2/1R4P1/R7 w - - 0 29",122,b2b5,8,3.0
"Rnb1r2k/6pp/5b2/1pBB4/5P2/2P3P1/1P4KP/1N6 b - - 1 22",-356,b8d7,8,-263.0
"8/8/R1bk4/8/P6r/1rp1B3/1PK2P2/1R6 b - - 1 41",-21,b3b2,8,-196.0
"8/8/8/4nk2/1R4p1/7p/4rN2/7K w - - 2 68",-312,f2h3,8,-416.0
"2k1rbnr/pppq2p1/2np4/6Np/5B2/2NPP3/PPP4P/R2QK2R b - - 0 10",138,g7g6,8,108.0
"2kr4/pp2n3/2nq4/3bpp2/3p3Q/P2P3P/1PP1NN2/1K4R1 b - - 2 23",614,d5e6,8,350.0
"8/5p1p/2knr3/R7/6P1/2p2K2/8/R7 w - - 0 47",0,f3f4,8,-140.0
"1R6/5k2/6p1/r1p5/P2p1r2/1N2b1K1/2R3P1/8 b - - 9 42",157,a5a4,8,117.0
"8/8/1ppk1r2/p1b1p1RP/P1PpBr2/1R3P1K/8/8 w - - 1 31",-90,g5g4,8,-257.0
"6k1/pb1q1rb1/6pp/1P6/PBRp1p2/3P3P/4BQP1/6K1 w - - 2 30",152,e2g4,8,39.0
"2k5/5pp1/p1p1p2r/4b3/2K1P2P/5B2/PRPr4/7R w - - 2 32",-417,b2b6,8,-178.0
"2b5/8/2k2p1R/5r1p/p3KP2/B5P1/8/8 b - - 0 41",19,c6b7,8,98.0
"5r1k/2Q4p/1P4p1/4R3/1q1p1P2/2nB1P1P/p1P2K2/R7 b - - 1 33",-427,b4b1,8,-242.0
"1k1q4/pp2bRpn/2n5/4p1rb/1P1p3P/P2P2Q1/2PB2B1/R5K1 w - - 0 23",222,h4g5,8,-54.0
"r1b1kb1r/3p1ppp/nN2p3/p2n4/8/2PP1P2/P3N1PP/1RB1KB1R b Kkq - 0 9",380,a8b8,8,-27.0
"r1b1k2r/pp1ppp1p/n7/1N2Q3/P7/2Pq2P1/3PN1B1/R1B1K3 b Qkq - 5 14",-279,f7f6,8,-85.0
"r2q1rk1/1pp1ppbp/2n3p1/8/2pP4/P1NbPNPP/1P1n1PB1/R2QR1K1 w - - 0 12",-53,f3d2,8,-18.0
"4r3/1p4k1/2p3P1/5K2/4B2p/3R4/8/8 b - - 1 49",-378,e8e7,8,-181.0
"6r1/2Nnk1b1/2p1pp1p/4P2P/q2P3Q/1pp4B/P4P2/R3K3 w Q - 0 23",-222,h4e4,8,83.0
"2b2rk1/3qn2p/r1p1pppP/1p6/1P1P4/p2B1N2/P1P2PP1/2KRQ2R b - - 1 15",72,e7d5,8,-167.0
"3r1rk1/p1q2pp1/1p1b4/4p2p/N1Ppn2P/1P1Q2PB/PB1P1P2/4RK2 w - - 0 18",233,d3e4,8,-294.0
"4r2k/R3P2p/1p6/1P6/4bn2/8/2P4P/6K1 b - - 0 29",446,f4d5,8,387.0
"8/4pk2/4b3/B3Pp1p/Pp5P/r4Pr1/1KP2R2/3R4 b - - 0 33",219,a3a4,8,-182.0
"r3k2r/p2q1nbp/1p3pp1/1P2p3/1QN5/3P2BP/4PP2/R3K2R b KQq - 0 16",135,g7f8,8,36.0
"r3k2r/pp1n1pp1/3bpn1p/q2p1b2/2P5/1PN2N2/PB2BPPP/2QR1RK1 w q - 0 12",300,c4d5,8,13.0
"r5k1/2B2pp1/2p1pqn1/1p1p1n2/3P4/1BP2P2/2PQ3P/6RK b - - 13 28",486,f5h4,8,115.0
"r3k3/pp3p2/2ppn1p1/4p3/2P1P2q/3PQ3/PP3P2/R3KN2 b Qq - 5 18",338,h4g4,8,254.0
"6r1/1R6/8/1P6/k2N1K2/4P1n1/8/8 b - - 2 56",-140,a4b4,8,-314.0
"r2q4/3PR3/p4pk1/1RQ2b1r/P1P2P1p/5p2/1P5P/6K1 w - - 0 29",65,b5b6,8,181.0
"r2qkbn1/ppp5/2n2p2/8/3prBb1/P2Q1N2/1PP1N3/R3KB1R b KQq - 1 13",165,d8d5,8,150.0
"r2q1k2/1p2bpp1/2npb3/pB6/8/P1N1QN2/1PP2P2/2KR4 w - - 0 19",159,c3e4,8,94.0
"1rr3k1/p5p1/4q3/7p/Q2PpP1R/4N1P1/P4PK1/2R5 b - - 0 25",-50,c8c1,8,-274.0
"k7/P3r3/8/2B5/1QR5/3q2bP/4p1P1/4R1K1 w - - 1 44",546,c5e7,8,685.0
"rq4k1/5pp1/2Rb1n2/p2p3p/1p6/3B1PP1/PP3B1P/4Q1K1 b - - 0 21",40,h5h4,8,119.0
"8/4kp1p/r1pN4/4P3/3PKPP1/8/1r5P/2R5 b - - 0 30",-67,b2b4,8,-84.0
"r1bqkb1r/p1p4p/4p1p1/1p2Pp2/4P3/8/PPQ1P1BP/RNB1K2R b KQkq - 0 9",-216,d8h4,8,-146.0
"2rr2k1/1b3pp1/p2p4/R1n1p2p/2Np4/QP1P2P1/2P1P2P/5K2 w - - 0 25",248,c4d6,8,-35.0
"1r4k1/p3pp2/3b2p1/2p2b1p/P1R1p2P/2B1P3/1P2BPP1/4K3 w - - 1 22",-123,a4a5,8,-44.0
"3k4/p4p2/8/7Q/3B4/2P1Kp2/q7/8 b - - 4 38",-188,a2e2,8,-197.0
"8/k1b1R3/p2q3p/3P1p2/6bP/1Q4p1/P5P1/1K6 w - - 4 36",-196,b3e3,8,-98.0
"3R1B2/p7/1pp4p/2PbQ3/6k1/6P1/1PK5/q7 w - - 3 41",458,d8d5,8,655.0
"6k1/5p2/ppr1p1p1/1bNp4/1P1P2q1/P3Q3/3K1P2/7R w - - 0 31",50,e3e5,8,-193.0
